Job Title,Job Description,Required Skills,Salary Range,Location,Company,Experience Level,Industry,Job Type,Date Posted,Min Salary,Max Salary,Month,Avg Salary
Cybersecurity Analyst,Design scalable backend systems with SQL to support web platforms.,"kubernetes, pandas, python, sql",£35 - £48,Ho Chi Minh City,NashTech,Mid-Level,Cloud Computing,Full-Time,2022-01-02,35,48,2022-01,41.5
Web Developer,Create responsive front-end interfaces with Node.js for modern web apps.,"flutter, node.js",£59 - £66,Ho Chi Minh City,Grab Vietnam,Senior,Software Development,Full-Time,2022-03-21,59,66,2022-03,62.5
Java Backend Developer,Develop and maintain web applications using Java for client projects.,"aws, java",£42 - £57,Ho Chi Minh City,FPT Software,Mid-Level,Cybersecurity,Contract-Type,2022-11-21,42,57,2022-11,49.5
Cybersecurity Analyst,Develop and maintain web applications using Java for client projects.,"java, kubernetes, spring",£29 - £37,Hanoi,FPT Software,Entry-Level,Cloud Computing,Part-Time,2022-03-01,29,37,2022-03,33.0
Machine Learning Engineer,Integrate APIs and microservices using SQL for web systems.,"azure, python, sql",£37 - £46,Hanoi,Axon Active,Mid-Level,Cybersecurity,Full-Time,2022-05-05,37,46,2022-05,41.5
Machine Learning Engineer,Build full stack solutions using Flutter to enhance user experience.,"aws, flutter, pandas, spring",£36 - £49,Remote,Grab Vietnam,Mid-Level,Software Development,Full-Time,2022-01-23,36,49,2022-01,42.5
API Developer,Optimize Java-based web applications with Python for performance.,"python, sql",£21 - £35,Hanoi,NashTech,Entry-Level,Artificial Intelligence,Full-Time,2022-01-05,21,35,2022-01,28.0
Machine Learning Engineer,Optimize Java-based web applications with Flutter for performance.,"azure, flutter, java",£25 - £36,Ho Chi Minh City,VinAI,Entry-Level,Data Science,Contract-Type,2022-03-03,25,36,2022-03,30.5
Full Stack Web Developer,Build full stack solutions using SQL to enhance user experience.,"django, python, spring, sql",£34 - £43,Ho Chi Minh City,Lazada Vietnam,Mid-Level,Software Development,Contract-Type,2022-05-22,34,43,2022-05,38.5
Cybersecurity Analyst,Integrate APIs and microservices using Node.js for web systems.,"django, node.js",£28 - £35,Ho Chi Minh City,Haravan,Entry-Level,Cybersecurity,Full-Time,2022-05-19,28,35,2022-05,31.5
API Developer,Build full stack solutions using Node.js to enhance user experience.,"node.js, sql",£30 - £43,Hanoi,Zalo,Entry-Level,IT Infrastructure,Full-Time,2022-08-04,30,43,2022-08,36.5
DevOps Engineer,Create responsive front-end interfaces with Spring for modern web apps.,"java, react, spring",£27 - £32,Ho Chi Minh City,VNG,Entry-Level,Cybersecurity,Part-Time,2022-07-22,27,32,2022-07,29.5
Web Developer,Build full stack solutions using Django to enhance user experience.,"django, kubernetes, node.js, sql",£53 - £59,Da Nang,NashTech,Senior,Artificial Intelligence,Part-Time,2022-01-07,53,59,2022-01,56.0
Web Developer,Lead development of web and full stack projects utilizing Java.,"aws, flutter, java, kubernetes",£59 - £68,Hanoi,VNG,Senior,Cybersecurity,Full-Time,2022-09-27,59,68,2022-09,63.5
Full Stack Web Developer,Optimize Java-based web applications with Kubernetes for performance.,"django, kubernetes, sql",£56 - £64,Hanoi,VinAI,Senior,Artificial Intelligence,Full-Time,2022-08-21,56,64,2022-08,60.0
Data Scientist,Optimize Java-based web applications with Flutter for performance.,"azure, flutter, spring",£29 - £37,Hai Phong,Shopee Vietnam,Mid-Level,Artificial Intelligence,Full-Time,2022-03-18,29,37,2022-03,33.0
Data Scientist,Integrate APIs and microservices using Kubernetes for web systems.,"kubernetes, node.js, python, spring",£26 - £31,Ho Chi Minh City,Axon Active,Entry-Level,Cybersecurity,Full-Time,2022-02-16,26,31,2022-02,28.5
Web Developer,Design scalable backend systems with Java to support web platforms.,"java, node.js",£61 - £73,Ho Chi Minh City,Viettel Solutions,Senior,Cybersecurity,Contract-Type,2022-12-16,61,73,2022-12,67.0
Full Stack Web Developer,Lead development of web and full stack projects utilizing Spring.,"django, flutter, react, spring",£41 - £49,Hanoi,Tiki,Mid-Level,Web Development,Part-Time,2022-11-17,41,49,2022-11,45.0
DevOps Engineer,Lead development of web and full stack projects utilizing Django.,"azure, django, flutter, spring",£37 - £51,Ho Chi Minh City,Grab Vietnam,Mid-Level,Cybersecurity,Full-Time,2022-12-27,37,51,2022-12,44.0
DevOps Engineer,Integrate APIs and microservices using Azure for web systems.,"azure, django, sql",£28 - £42,Ho Chi Minh City,Haravan,Entry-Level,IT Infrastructure,Full-Time,2022-09-27,28,42,2022-09,35.0
DevOps Engineer,Develop and maintain web applications using Spring for client projects.,"aws, java, react, spring",£25 - £33,Ho Chi Minh City,Zalo,Entry-Level,Data Science,Part-Time,2022-06-14,25,33,2022-06,29.0
API Developer,Develop and maintain web applications using Node.js for client projects.,"django, node.js, python, sql",£20 - £30,Remote,Viettel Solutions,Entry-Level,Web Development,Contract-Type,2022-10-23,20,30,2022-10,25.0
Full Stack Web Developer,Create responsive front-end interfaces with Python for modern web apps.,"python, react",£65 - £76,Ho Chi Minh City,Haravan,Senior,Web Development,Full-Time,2022-06-27,65,76,2022-06,70.5
DevOps Engineer,Develop and maintain web applications using Java for client projects.,"java, python",£61 - £76,Ho Chi Minh City,Zalo,Senior,IT Infrastructure,Full-Time,2022-11-12,61,76,2022-11,68.5
Data Scientist,Create responsive front-end interfaces with React for modern web apps.,"react, spring",£19 - £32,Da Nang,CMC Global,Entry-Level,Cloud Computing,Contract-Type,2022-07-23,19,32,2022-07,25.5
Full Stack Web Developer,Create responsive front-end interfaces with Kubernetes for modern web apps.,"azure, flutter, kubernetes, sql",£33 - £43,Hanoi,KMS Technology,Mid-Level,Mobile Development,Full-Time,2022-07-26,33,43,2022-07,38.0
Cybersecurity Analyst,Develop and maintain web applications using Python for client projects.,"azure, django, node.js, python",£63 - £68,Ho Chi Minh City,Nexlify Vietnam,Senior,Cloud Computing,Full-Time,2022-10-07,63,68,2022-10,65.5
DevOps Engineer,Build full stack solutions using Kubernetes to enhance user experience.,"flutter, java, kubernetes",£19 - £33,Remote,Zalo,Entry-Level,Mobile Development,Full-Time,2022-11-26,19,33,2022-11,26.0
Full Stack Web Developer,Build full stack solutions using AWS to enhance user experience.,"aws, django, node.js",£33 - £46,Can Tho,NashTech,Mid-Level,IT Infrastructure,Full-Time,2022-07-07,33,46,2022-07,39.5
API Developer,Build full stack solutions using Azure to enhance user experience.,"azure, java",£20 - £29,Da Nang,TMA Solutions,Entry-Level,Web Development,Full-Time,2022-05-05,20,29,2022-05,24.5
Machine Learning Engineer,Lead development of web and full stack projects utilizing Node.js.,"flutter, node.js, sql",£29 - £39,Hanoi,KMS Technology,Entry-Level,IT Infrastructure,Full-Time,2022-02-03,29,39,2022-02,34.0
Full Stack Web Developer,Develop and maintain web applications using React for client projects.,"django, node.js, react, spring",£34 - £49,Hanoi,NashTech,Mid-Level,Cybersecurity,Full-Time,2022-02-18,34,49,2022-02,41.5
API Developer,Integrate APIs and microservices using Node.js for web systems.,"flutter, node.js",£34 - £49,Da Nang,Viettel Solutions,Mid-Level,Mobile Development,Full-Time,2022-04-13,34,49,2022-04,41.5
Cybersecurity Analyst,Create responsive front-end interfaces with Node.js for modern web apps.,"django, flutter, node.js",£20 - £28,Ho Chi Minh City,Techcombank IT,Entry-Level,Cybersecurity,Full-Time,2022-05-16,20,28,2022-05,24.0
Full Stack Web Developer,Optimize Java-based web applications with React for performance.,"java, node.js, react",£57 - £65,Quy Nhon,TMA Solutions,Senior,Web Development,Full-Time,2022-07-23,57,65,2022-07,61.0
Machine Learning Engineer,Build full stack solutions using Spring to enhance user experience.,"django, spring",£21 - £28,Hanoi,Zalo,Entry-Level,Mobile Development,Part-Time,2022-06-12,21,28,2022-06,24.5
Java Backend Developer,Create responsive front-end interfaces with React for modern web apps.,"java, node.js, react, spring",£18 - £25,Remote,VinAI,Entry-Level,Cybersecurity,Full-Time,2022-10-11,18,25,2022-10,21.5
Java Backend Developer,Design scalable backend systems with SQL to support web platforms.,"azure, kubernetes, sql",£65 - £73,Hanoi,Viettel Solutions,Senior,Artificial Intelligence,Full-Time,2022-11-05,65,73,2022-11,69.0
Machine Learning Engineer,Build full stack solutions using AWS to enhance user experience.,"aws, node.js, sql",£55 - £62,Hanoi,Nexlify Vietnam,Senior,Mobile Development,Full-Time,2022-04-20,55,62,2022-04,58.5
Web Developer,Integrate APIs and microservices using Azure for web systems.,"azure, flutter, sql",£32 - £43,Ho Chi Minh City,VNG,Mid-Level,Artificial Intelligence,Contract-Type,2022-11-28,32,43,2022-11,37.5
Java Backend Developer,Create responsive front-end interfaces with React for modern web apps.,"java, node.js, react",£23 - £32,Ho Chi Minh City,Techcombank IT,Entry-Level,IT Infrastructure,Contract-Type,2022-12-18,23,32,2022-12,27.5
Full Stack Web Developer,Design scalable backend systems with Pandas to support web platforms.,"flutter, pandas",£25 - £33,Ho Chi Minh City,NashTech,Entry-Level,Cloud Computing,Part-Time,2022-10-14,25,33,2022-10,29.0
Data Scientist,Develop and maintain web applications using AWS for client projects.,"aws, kubernetes, react",£62 - £76,Ho Chi Minh City,NashTech,Senior,Artificial Intelligence,Full-Time,2022-05-28,62,76,2022-05,69.0
Machine Learning Engineer,Create responsive front-end interfaces with AWS for modern web apps.,"aws, django, node.js, python",£64 - £76,Ho Chi Minh City,Tiki,Senior,Cybersecurity,Full-Time,2022-01-05,64,76,2022-01,70.0
API Developer,Build full stack solutions using Kubernetes to enhance user experience.,"aws, azure, kubernetes",£60 - £73,Remote,Grab Vietnam,Senior,Data Science,Full-Time,2022-06-30,60,73,2022-06,66.5
Data Scientist,Lead development of web and full stack projects utilizing Azure.,"azure, kubernetes",£27 - £39,Ho Chi Minh City,Tiki,Entry-Level,Web Development,Part-Time,2022-09-15,27,39,2022-09,33.0
Machine Learning Engineer,Create responsive front-end interfaces with Spring for modern web apps.,"flutter, spring",£19 - £26,Remote,FPT Software,Entry-Level,Data Science,Part-Time,2022-06-27,19,26,2022-06,22.5
Cybersecurity Analyst,Lead development of web and full stack projects utilizing AWS.,"aws, kubernetes",£63 - £78,Ho Chi Minh City,VinAI,Senior,Data Science,Full-Time,2022-12-26,63,78,2022-12,70.5
Machine Learning Engineer,Integrate APIs and microservices using Flutter for web systems.,"django, flutter, kubernetes",£32 - £39,Remote,Grab Vietnam,Mid-Level,Web Development,Contract-Type,2022-12-21,32,39,2022-12,35.5
DevOps Engineer,Build full stack solutions using Flutter to enhance user experience.,"flutter, node.js",£28 - £34,Hanoi,Tiki,Entry-Level,Web Development,Full-Time,2022-05-05,28,34,2022-05,31.0
API Developer,Design scalable backend systems with Java to support web platforms.,"django, java, spring, sql",£28 - £37,Can Tho,VNG,Mid-Level,Cloud Computing,Full-Time,2022-10-18,28,37,2022-10,32.5
DevOps Engineer,Design scalable backend systems with Java to support web platforms.,"java, spring",£58 - £64,Remote,Techcombank IT,Senior,IT Infrastructure,Full-Time,2022-02-11,58,64,2022-02,61.0
Java Backend Developer,Optimize Java-based web applications with Pandas for performance.,"azure, kubernetes, pandas, python",£59 - £66,Ho Chi Minh City,Shopee Vietnam,Senior,Data Science,Contract-Type,2022-04-10,59,66,2022-04,62.5
Data Scientist,Build full stack solutions using Node.js to enhance user experience.,"node.js, react",£61 - £71,Ho Chi Minh City,NashTech,Senior,IT Infrastructure,Full-Time,2022-08-31,61,71,2022-08,66.0
Data Scientist,Lead development of web and full stack projects utilizing Django.,"django, node.js",£30 - £38,Da Nang,VinAI,Mid-Level,Cloud Computing,Part-Time,2022-12-16,30,38,2022-12,34.0
Full Stack Web Developer,Develop and maintain web applications using Kubernetes for client projects.,"flutter, kubernetes, pandas, python",£25 - £37,Da Nang,NashTech,Entry-Level,Data Science,Full-Time,2022-12-28,25,37,2022-12,31.0
Data Scientist,Build full stack solutions using Flutter to enhance user experience.,"flutter, node.js, react",£36 - £43,Hue,NashTech,Mid-Level,Software Development,Contract-Type,2022-11-09,36,43,2022-11,39.5
Full Stack Web Developer,Develop and maintain web applications using AWS for client projects.,"aws, node.js, pandas",£57 - £71,Ho Chi Minh City,VinAI,Senior,Software Development,Full-Time,2022-03-24,57,71,2022-03,64.0
Cybersecurity Analyst,Develop and maintain web applications using Kubernetes for client projects.,"azure, kubernetes",£28 - £34,Remote,CMC Global,Mid-Level,Artificial Intelligence,Contract-Type,2022-10-24,28,34,2022-10,31.0
Machine Learning Engineer,Optimize Java-based web applications with Python for performance.,"django, python, sql",£51 - £58,Remote,TMA Solutions,Senior,Data Science,Full-Time,2022-08-04,51,58,2022-08,54.5
Java Backend Developer,Integrate APIs and microservices using Java for web systems.,"aws, flutter, java, react",£52 - £67,Nha Trang,Tiki,Senior,Mobile Development,Full-Time,2022-01-30,52,67,2022-01,59.5
DevOps Engineer,Build full stack solutions using Flutter to enhance user experience.,"flutter, pandas",£41 - £56,Hanoi,Techcombank IT,Mid-Level,Web Development,Part-Time,2022-08-14,41,56,2022-08,48.5
Data Scientist,Integrate APIs and microservices using Kubernetes for web systems.,"aws, kubernetes, node.js, sql",£35 - £48,Remote,VinAI,Mid-Level,Web Development,Full-Time,2022-12-04,35,48,2022-12,41.5
Java Backend Developer,Lead development of web and full stack projects utilizing AWS.,"aws, kubernetes, python",£20 - £32,Can Tho,CMC Global,Entry-Level,Cybersecurity,Full-Time,2022-12-18,20,32,2022-12,26.0
DevOps Engineer,Develop and maintain web applications using Azure for client projects.,"aws, azure, pandas, python",£59 - £67,Hue,Zalo,Senior,IT Infrastructure,Full-Time,2022-09-15,59,67,2022-09,63.0
Web Developer,Build full stack solutions using React to enhance user experience.,"kubernetes, node.js, react, sql",£28 - £35,Hanoi,Tiki,Entry-Level,Artificial Intelligence,Contract-Type,2022-04-14,28,35,2022-04,31.5
Web Developer,Optimize Java-based web applications with Flutter for performance.,"flutter, java, react, spring",£20 - £35,Hanoi,Tiki,Entry-Level,Data Science,Full-Time,2022-02-12,20,35,2022-02,27.5
Data Scientist,Design scalable backend systems with Node.js to support web platforms.,"flutter, kubernetes, node.js, spring",£65 - £77,Hanoi,CMC Global,Senior,Artificial Intelligence,Full-Time,2022-06-24,65,77,2022-06,71.0
Java Backend Developer,Lead development of web and full stack projects utilizing Node.js.,"aws, node.js, react",£26 - £37,Ho Chi Minh City,Axon Active,Entry-Level,Software Development,Contract-Type,2022-11-19,26,37,2022-11,31.5
DevOps Engineer,Lead development of web and full stack projects utilizing Node.js.,"aws, node.js, pandas, sql",£59 - £67,Hanoi,VinAI,Senior,IT Infrastructure,Part-Time,2022-06-28,59,67,2022-06,63.0
Cybersecurity Analyst,Lead development of web and full stack projects utilizing Java.,"aws, azure, java, pandas",£27 - £35,Hanoi,NashTech,Entry-Level,Web Development,Full-Time,2022-06-25,27,35,2022-06,31.0
Web Developer,Design scalable backend systems with Spring to support web platforms.,"azure, spring",£56 - £64,Hanoi,Shopee Vietnam,Senior,Data Science,Full-Time,2022-07-30,56,64,2022-07,60.0
Java Backend Developer,Lead development of web and full stack projects utilizing Spring.,"django, spring",£30 - £38,Da Nang,TMA Solutions,Mid-Level,Data Science,Full-Time,2022-01-01,30,38,2022-01,34.0
Full Stack Web Developer,Integrate APIs and microservices using Flutter for web systems.,"azure, flutter, sql",£53 - £64,Can Tho,CMC Global,Senior,Web Development,Contract-Type,2022-12-17,53,64,2022-12,58.5
Java Backend Developer,Lead development of web and full stack projects utilizing React.,"django, pandas, react",£52 - £67,Remote,KMS Technology,Senior,Cloud Computing,Part-Time,2022-08-07,52,67,2022-08,59.5
